body,title,url
"“El gris también es un color”, leo en un aviso callejero que promociona una obra de teatro. Un color, sí, pero con él que solemos calificar lo que nos parece mediocre, anodino, triste. O neutro, desprovisto de carácter. Fue precisamente con pintura gris que un grupo de ciudadanos de Cali, que se autocalifica como “gente bien” —un término que en Colombia suele designar a la élite adinerada— cubrió los coloridos grafiti con los que los manifestantes del reciente paro nacional llenaron los muros del centro de la ciudad. Lo que proponía este escuadrón de limpieza, cuyos miembros llevaban camisetas que decían “#Yo soy seguridad” y “No al comunismo”, y en la que participó la ultraderechista María Fernanda Cabal, aspirante a la presidencia y militante del Centro Democrático —partido liderado por Álvaro Uribe— era, supuestamente, limpiar la huella vandálica, y restaurar simbólicamente el orden destrozado por el estallido social. Pero en realidad fue una provocación. Recordemos que en esa sola ciudad la brutal represión policial dejó más de 42 víctimas mortales; y que los colombianos pudimos ver vídeos en los que civiles —léase paramilitares— disparaban contra los marchantes y contra la minga indígena, que es por naturaleza pacífica. Este es tan sólo un ejemplo de la polarización que existe en Colombia, donde estudiantes y organizaciones civiles protestan contra la pobreza, la falta de oportunidades, la corrupción, los asesinatos de líderes sociales, y, en general, contra el mal gobierno de Iván Duque.","Colombia, contra la peste del olvido",https://elpais.com/opinion/2021-07-17/colombia-contra-la-peste-del-olvido.html
"Una bruma espesa, casi masticable, cubre Yakutsk, capital de la rusa república de Sajá-Yakutia, localizada geográficamente en Siberia. El humo de los incendios que han calcinado ya más de 1,4 millones de hectáreas envuelve la considerada como la ciudad grande más fría del mundo coloreando el ambiente de un triste tono ocre. Las llamas no amenazan Yakutsk, según el Servicio Ruso de Protección Forestal, pero los más de 300 fuegos activos han alcanzado ya el parque nacional de los Pilares de Lena, declarado patrimonio de la humanidad por la Unesco, considerado único por sus formaciones rocosas, flora y fauna; también la mítica carretera de los huesos, una vía construida hace décadas por los presos condenados a sus remotos gulag.","Arde Siberia: Rusia moviliza al ejército para extinguir el fuego salvaje que devora ya 1,4 millones de hectáreas",https://elpais.com/clima-y-medio-ambiente/2021-07-17/arde-siberia-rusia-moviliza-al-ejercito-para-extinguir-el-fuego-salvaje-que-devora-ya-14-millones-de-hectareas.html
"Field mice (Apodemus sylvaticus) in southern Spain’s Doñana National Park weigh up to a third less than they did 40 years ago. Northern gray-cheeked salamander (Plethodon montanus) in the Appalachian Mountains have shrunk by 8% since 1960. Atlantic Salmon (Salmo salar) in northern Finland are smaller and reach sexual maturity quicker than they did four decades ago. And one of the giants of the oceans, the North Atlantic right whale (Eubalaena glacialis), has on average reduced in size by a meter since the 1980s. All of this has led scientists to ask: what is happening to the animals?","The animals are shrinking, two-by-two",https://english.elpais.com/usa/2021-07-16/the-animals-are-shrinking-two-by-two.html
,,https://as.com/meristation/2021/07/05/noticias/1625474949_076371.html
,,https://smoda.elpais.com/celebrities/vips/famosos-veganos-motivos/100438119/image/100438138
"[Esta pieza corresponde a uno de los envíos de la newsletter semanal de Televisión de EL PAÍS, que sale todos los jueves. Si quiere suscribirse, puede hacerlo a través de este enlace].",Las mejores series de 2021... hasta ahora,https://elpais.com/television/2021-07-17/las-mejores-series-de-2021-hasta-ahora.html
"Con el desarrollo de nuevas tecnologías y el constante cruce de distintas disciplinas y formas de adquirir conocimiento, las ofertas educativas en el ámbito universitario han tenido que elevar con creces su dinamismo, calidad y respuesta a los nuevos desafíos que hoy plantea un mundo laboral mucho más interconectado a niveles internacionales, en donde el grado de exigencia y la especialización profesional es mayor.",Una universidad para el presente; una preparación para toda la vida,https://elpais.com/sociedad/2021-06-30/una-universidad-para-el-presente-una-preparacion-para-toda-la-vida.html
"Es un llanto incontrolable el que Jesús Méndez, violinista, de 20 años, arrastra hacia la salida del auditorio Alfredo Kraus de Las Palmas de Gran Canaria una noche de finales de junio, la mascarilla vencida sobre la barba, el piercing de la nariz mojado en lágrimas y mocos. Acaba de toparse con Gaudy Sánchez, coordinador artístico de la Orquesta del Encuentro, su orquesta, que ya es historia: se ha desvanecido con los jubilosos compases de la Serenata para cuerdas, de Chaikovski, ejecutados en estado de gracia. Y con casi 10 minutos de aplausos del coliseo canario. “Gaudy me ha dicho que tengo mucho futuro, a mí, un chaval de Gijón, que nunca imaginé haber vivido esto”, solloza, “que podía haberme metido en cosas malas, muy malas. Y esto que llevo a la espalda me ha salvado la vida”.",Dudamel y el milagro de la orquesta efímera,https://elpais.com/eps/2021-07-17/dudamel-y-el-milagro-de-la-orquesta-efimera.html
"Cómo eran antes las cosas: hace unos años, asistí a una reunión en la que el presidente Barack Obama pidió a un grupo de economistas que le dieran ideas no convencionales sobre líneas de actuación política. Lo recuerdo perfectamente diciendo: “No me digan que tengo que gastar un billón de dólares en infraestructuras. Eso ya lo sé, y no puedo hacerlo”.",El gasto millonario coge impulso de nuevo,https://elpais.com/economia/2021-07-17/el-gasto-millonario-coge-impulso-de-nuevo.html
"Pepa sale de fiesta, llama a su novio de madrugada, se droga, bebe, baila, vuelve por la mañana con la cara desgastada de la noche y su compañera de piso la echa de la casa. A ella y a su hija de seis años. A lo largo de Ama (que se estrena el 16 de julio), la directora barcelonesa Júlia de Paz muestra que la protagonista “no es una mala madre”. “Esa definición está relacionada con la imposición de una maternidad construida por parte de un sistema que busca que seamos las cuidadoras, que perdamos toda la identidad y nuestro espacio personal. Provoca que vivamos en una continua frustración, incluso si decidimos no ser madres. Para mí, es un concepto que viene de este sistema patriarcal y capitalista”, critica la debutante, que a sus 26 años plasma el “sentimiento de culpa” que aprieta a esas mujeres.","Madres tatuadas, impulsivas y sin depilar que sufren el peso de la culpa",https://elpais.com/cultura/2021-07-15/madres-tatuadas-impulsivas-y-sin-depilar-que-sufren-el-peso-de-la-culpa.html
"A Carola Riera la vida la puso en una situación “bien crítica”, como dice ella. Esta mujer de 49 años, que cría sola a una niña de 10, enfermó y estuvo hospitalizada, perdió su trabajo, se enfrentó a una despensa vacía. “Durante meses, mi temor era que mi hija abriera la nevera y viera que no había nada”, cuenta. Sus esfuerzos se centraron en la cría. “Una no importa. Me quitaba para darle a ella. Me preguntaba: ‘Mamá, ¿tú no comes pollo?’ y yo le decía que no se preocupara, que ya había comido”. Pero Carola se apañaba con arroz, con huevo, “con otras cosas”. Los problemas económicos la ahogaban, pidió ayuda, recortó de todo lo que pudo recortar. Incluida la alimentación.",“Durante meses mi temor era que mi hija abriera la nevera y viera que no había nada”,https://elpais.com/sociedad/2021-07-17/durante-meses-mi-temor-era-que-mi-hija-abriera-la-nevera-y-viera-que-no-habia-nada.html
,,https://argentina.as.com/argentina/2021/07/15/futbol/1626372785_733736.html
"El avance de la variante delta y su hipotética capacidad de burlar al sistema inmune se ha convertido en la coartada perfecta para los fabricantes de vacunas de ARN, que llevan días presionando para que se apruebe una tercera dosis de recuerdo.",Año y medio de pandemia sin entender la inmunidad contra la covid,https://elpais.com/ciencia/2021-07-17/ano-y-medio-de-pandemia-sin-entender-la-inmunidad-contra-la-covid.html
,,https://cadenaser.com/programa/2021/07/16/la_ventana/1626451222_879284.html
"Las bebidas alcohólicas pueden provocar cáncer. Es algo contrastado por la ciencia, pero no se conoce por la población de forma mayoritaria, ni los gobiernos actúan con la firmeza necesaria. Un nuevo estudio acaba de actualizar esta relación directa, tras analizar los datos de la última década: en todo el mundo, el alcohol fue responsable de unos 740.000 tumores solo en 2020. Esto supone que más del 4% de los cánceres globales se deben a la ingesta de bebidas alcohólicas y, por tanto, totalmente evitables y prevenibles.",El consumo de alcohol provocó cáncer a 100.000 bebedores moderados el año pasado,https://elpais.com/ciencia/2021-07-13/el-consumo-de-alcohol-provoco-cancer-a-100000-bebedores-moderados-el-ano-pasado.html
"En noviembre de 2019, durante 15 días, Ana Cristina Herreros (editora de Libros de las Malas Compañías), Daniel Tornero (ilustrador) y Kike Carbajal (fotógrafo) viajaron con la asociación Zerca y Lejos a las comunidades pigmeas baka de Assok, Bemba II y Doum, que se encuentran en el sur de Camerún, con la intención de recopilar cuentos de la tradición oral de estos y confeccionar después un libro con ellos.",Las historias de quienes son la selva misma: los baka de Camerún,https://elpais.com/planeta-futuro/2021-07-17/las-historias-de-quienes-son-la-selva-misma-los-baka-de-camerun.html
,,https://elpais.com/elcomidista/2021/06/29/receta/1624979020_674251.html
"Las catastróficas inundaciones que han asolado el oeste de Alemania, Bélgica y los Países Bajos, en las que se han registrado ya más de cien muertos y todavía hay cientos de desaparecidos, son una nueva demostración del tipo de retos al que nos confronta el cambio climático. Aunque es difícil establecer un vínculo directo entre un episodio concreto y la alteración general del clima porque siempre hay un margen de variabilidad natural, sí hay evidencias de que en términos generales el calentamiento global favorece manifestaciones extremas del clima. Los científicos esperan un aumento de los episodios excepcionalmente adversos, pero la intensidad y la frecuencia de los últimos parece indicar un agravamiento de los efectos del cambio climático en relación con las previsiones hasta ahora contempladas.",Inundaciones en Europa: aviso para todos,https://elpais.com/opinion/2021-07-17/inundaciones-en-europa-aviso-para-todos.html
"Oaxaca es el primer Estado de México en considerar violencia simbólica a los concursos de belleza, esta ley prohíbe que el Estado destine recursos públicos a la promoción turística y a la publicidad oficial. La decisión de Oaxaca cuestiona a otros Estados en México como también a otros países en los que se siguen destinando recursos públicos a los concursos de belleza, y si lo empujamos rápido, cuestiona también su actualidad. ¿Qué importancia tiene que el Estado patrocine este tipo de certámenes? Toda porque el Estado se vuelve parte, cómplice de esa violencia simbólica en contra las mujeres. ¿Qué hacen los concursos de belleza? Lo mismo que hace desde el origen Miss Universo en 1952, el certamen más conocido de todos: poner a competir el aspecto físico de las mujeres. En los concursos de belleza los cuerpos de las mujeres se juzgan —jueces y calificaciones de por medio— a partir de ciertos parámetros. La belleza de una mujer hasta hace poco se determinaba según las medidas de su pecho, cintura, cadera y su estatura. Antes no podían rebasar los 24 años de edad, hoy pueden tener entre 18 a 28 años y desde sus inicios ha sido un requerimiento que nunca se hayan casado y que nunca hayan estado embarazadas. ¿Por qué después de los 28 años una mujer no entra en ese estándar de belleza? ¿En qué afecta la belleza de una mujer que sea madre, que haya abortado voluntaria o involuntariamente, que esté casada, divorciada o separada? Apegarse a estos estándares hacen que una mujer pueda ser el espacio de la fantasía, cosificándola por completo. Y porque los certámenes de belleza son la puesta en escena más clara del patriarcado definiendo qué es y debe ser la belleza de las mujeres poniéndolas a competir, comparándolas a unas con otras, normalizando, además, un estereotipo de belleza.",¿Concursos de belleza?,https://elpais.com/mexico/opinion/2021-07-16/concursos-de-belleza.html
"Alcoholic beverages can cause cancer. This has been scientifically proven but is not common knowledge among the wider population and governments are failing to act with the necessary firmness. A new study has updated this direct relation after analyzing data from the past decade. Globally, alcohol was responsible for some 740,000 new tumors in 2020 alone. Over 4% of reported cancer cases worldwide last year can be attributed to the consumption of alcohol and, therefore, were entirely preventable.","Alcohol consumption led to 100,000 cancer cases in moderate drinkers last year",https://english.elpais.com/usa/2021-07-15/alcohol-consumption-led-to-100000-cancer-cases-in-moderate-drinkers-last-year.html
"Andre Langfeld descansa con un refresco en la mano frente a su casa, en Bad Neuenahr-Ahrweiler. Lleva todo el día apilando junto a la puerta sillas, mesas, estanterías… Los muebles, ahora mojados y cubiertos de barro, que hasta el miércoles tenía en su sala de estar y la habitación de su madre, en la planta baja. Señala en la fachada una marca marrón a una altura de metro y medio y dice: “Hasta aquí llegó el agua. La calle entera se convirtió en un río furioso en cuestión de minutos”. Langfeld, de 37 años, asegura que ni él ni su madre ni nadie en el pueblo recuerdan en los últimos 100 años una crecida así del río Ahr. “No nos dio tiempo a nada. Ocurrió todo muy rápido”, asegura.",Destrucción brutal en el corazón de Europa,https://elpais.com/internacional/2021-07-17/destruccion-brutal-en-el-corazon-de-europa.html
"Decenas de lobos marinos salen corriendo como locos hacia el mar. Escapan de Naude Dreyer, conservacionista y fundador de la ONG Ocean Conservation Namibia, que les persigue a toda velocidad con una red parecida a un gran cazamariposas intentando atrapar a uno de los ejemplares para liberarlo del hilo de plástico que le rodea el cuello. Pero los lobos marinos no conocen sus buenas intenciones y luchan por no ser capturados. Finalmente, Dreyer lo consigue, atrapa a una de las crías por la cola, la arrastra fuera del agua y la inmoviliza para cortar el cable enredado alrededor de su cuello. Esta particular caza, que podría parecer que va contra el animal en caso de no continuar viendo la grabación, acaba felizmente con el ejemplar regresando al mar sin el cable que se le estaba clavando en la piel.",La frenética caza de lobos marinos en Namibia para salvarlos del plástico,https://elpais.com/clima-y-medio-ambiente/2021-07-17/la-frenetica-caza-de-lobos-marinos-en-namibia-para-salvarlos-del-plastico.html
"Negocios, ingenierías, ciencias de la salud, ciencias sociales, humanidades, además de las áreas enfocadas al servicio de turismo, gastronomía y hotelería hoy se encuentran en una encrucijada de reformulación y actualización desde el ámbito universitario, ante los embates del mundo contemporáneo, en tanto los profesionistas en ciernes buscan una oferta educativa que se adapte a sus necesidades, desde programas de excelencia que les ayuden a delinear de forma mucho más certera su futuro laboral.",Lo que define el futuro profesional,https://elpais.com/sociedad/2021-06-30/lo-que-define-el-futuro-profesional.html
"Un estudiante holandés de 18 años será la cuarta persona que acompañe al fundador de Amazon, Jeff Bezos, en su viaje al espacio el próximo martes, según ha informado la compañía aeroespacial Blue Origin. El joven se llama Oliver Daemen, es hijo de un multimillonario, terminó sus estudios de secundaria recientemente y quiere estudiar Física y gestión de la innovación en la Universidad de Utrecht, en Países Bajos. Esta cuarta plaza estaba reservada en principio a quien más pujase en una subasta abierta, pero el ganador, que pagó 28 millones de dólares por ella (unos 23,7 millones de euros al cambio actual), terminó renunciando “por problemas de agenda”. Según Blue Origin, una compañía que también ha sido fundada por Bezos, esta persona ha solicitado permanecer en el anonimato y volará en una misión futura.","La persona que pagó 23,7 millones de euros para ir con Jeff Bezos al espacio renuncia al viaje “por problemas de agenda”",https://elpais.com/ciencia/2021-07-16/un-estudiante-holandes-de-18-anos-viajara-con-jeff-bezos-al-espacio.html
"La vicepresidenta argentina, Cristina Fernández de Kirchner, convirtió una audiencia judicial en el escenario desde el que arremeter contra la oposición y la justicia del país. “Estamos acusados de ser encubridores del más terrible atentado terrorista que sufrió nuestro país. Es un disparate judicial, institucional y político esta acusación”, dijo Fernández de Kirchner en los primeros minutos de su exposición ante el Tribunal Oral Federal 8 de Buenos Aires. La exjefa de Estado de Argentina (2007-2015) había solicitado una audiencia para fundamentar la nulidad de la causa judicial abierta contra ella y varios colaboradores.",Cristina Kirchner vincula una de sus causas judiciales a los fondos buitres en Argentina,https://elpais.com/internacional/2021-07-17/cristina-kirchner-vincula-una-de-sus-causas-judiciales-a-los-fondos-buitres-en-argentina.html
"Las mitocondrias son los orgánulos responsables de la respiración celular, las plantas energéticas del cuerpo, donde se transforman el azúcar y la grasa. Estas baterías del organismo, que aportan la energía para cualquier actividad (desde pensar hasta el latido del corazón o escribir), sufren desórdenes de las más de 1.000 proteínas implicadas en su función o por 150 mutaciones identificadas –las mitocondrias tienen su propio ADN– que acaban en una enfermedad mitocondrial. Una investigación publicada en Nature por el biólogo canadiense Bryan G. Hughes sobre la relación de la deficiencia de coenzima CoQ10 con estas dolencias, calcula que, frente a los pocos centenares de casos identificados, que se consideran raros, la prevalencia de estos trastornos se da en uno de cada 4.300 individuos. Según Carlos Santos, profesor de Biología Celular en la Universidad Pablo de Olavide (Sevilla), “existen unas 300 enfermedades mitocondriales diferentes y cada una tiene sus particularidades, por lo que uno de los grandes problemas es la complejidad del diagnóstico”. Esta dificultad lleva a que muchas personas sufran los efectos de esta sigilosa enfermedad durante años sin saber su origen.",La sigilosa enfermedad de las pilas biológicas,https://elpais.com/ciencia/2021-07-16/la-sigilosa-enfermedad-de-las-pilas-biologicas.html
"Nota a los lectores: EL PAÍS ofrece en abierto la sección Planeta Futuro por su aportación informativa diaria y global sobre la Agenda 2030. Si quieres apoyar nuestro periodismo, suscríbete aquí.",107 iniciativas tecnológicas de los jóvenes africanos para luchar contra la covid-19,https://elpais.com/planeta-futuro/2021-07-16/107-iniciativas-tecnologicas-de-los-jovenes-africanos-para-luchar-contra-la-covid-19.html
"Lo primero que hace Helga de Alvear (Kirn, Alemania, 85 años) al ver a un conocido es hablar de la última pieza que acaba de comprarse. Y siempre acaba de comprarse una. Esta vez es una instalación del artista minimalista francés Daniel Buren. La señala en el catálogo que saca de un cajón de su despacho. “Me han hecho un superprecio”, aclara (también confiesa cuál). Ella tiene ahora su propio museo en Cáceres, y está donando por partes a la Junta de Extremadura una colección de arte acumulada durante décadas, unas 3.000 piezas: ha entrado en el noble y reducido olimpo de coleccionistas que regalan su catálogo al público. Pero sigue comprando a un ritmo frenético. Eso tiene un nombre, y ella misma lo pronuncia. “¡Claro que coleccionar arte es una droga! Sobre todo para el bolsillo”.","Helga de Alvear, sobre atesorar obras de arte y regalar su catálogo al público: “¡Coleccionar arte es una droga! Sobre todo para el bolsillo”",https://elpais.com/icon-design/arte/2021-07-17/helga-de-alvear-sobre-atesorar-obras-de-arte-y-regalar-su-catalogo-al-publico-coleccionar-arte-es-una-droga-sobre-todo-para-el-bolsillo.html
"El miércoles, la Comunidad de Madrid envió un correo electrónico a los centros de salud para que paralizaran de forma inmediata la inoculación del primer pinchazo del suero de Pfizer contra la covid. Este jueves, el consejero de Sanidad, Enrique Ruiz Escudero, publicaba en su cuenta de Twitter que no solo era en atención primaria: “Nos hemos visto obligados a dejar de generar nuevas citas para primeras dosis de la vacuna de Pfizer, no solo en C.S. sino en todos los puntos de vacunación”. Y este viernes, en una entrevista en Telemadrid, hacía alusión a la devolución de dosis: “No tenemos más población diana a quien poner primera dosis de AstraZeneca, de esas 280.000 que tenemos en las neveras, tendremos que devolver 200.000. El Ministerio [de Sanidad] tendrá que darlas en donación, porque creo que las otras comunidades autónomas también han agotado la población diana a quien vacunar”.",Madrid quiere devolver 200.000 vacunas contra la covid de AstraZeneca,https://elpais.com/espana/madrid/2021-07-16/madrid-quiere-devolver-200000-vacunas-contra-la-covid-de-astrazeneca.html
"En un universo distópico, un conquistador español, un viejo ayudante de Hernán Cortés, sobrevivió. Se trata de un hombre egocéntrico y confundido que logró flotar hasta las costas de Veracruz tras un naufragio que duró casi 500 años y después de que ayudó a Cortés a conquistar el imperio azteca en la capital de Tenochtitlán en 1521. Ahora el solitario sobreviviente debe reconstruir el camino de hace cinco siglos pero en el México contemporáneo, escuchando a los ciudadanos que hoy lo habitan. Así arranca la distopía del director mexicano Rodrigo Reyes en una película titulada 499. “Madre santísima, alumbra mi entendimiento”, ruega el conquistador anónimo, interpretado por el actor español de teatro San Juan Breña. “¿Qué hago aquí? ¿Por qué tengo que escuchar a estos indios?”","Rodrigo Reyes: “Podemos echarle la culpa a Hernán Cortés, pero la tenemos todos los que construimos México”",https://elpais.com/mexico/2021-07-16/rodrigo-reyes-podemos-echarle-la-culpa-a-hernan-cortes-pero-la-tenemos-todos-los-que-construimos-mexico.html
"En el concurso de aplausos en el festival de cine de Cannes, el más importante del año, la película de la directora mexicana Tatiana Huezo titulada Noche de Fuego recibió un baño especial de gloria: 10 minutos de ovación después de su primera función en la noche del jueves. “Me conmovió mucho”, dice la directora a El PAÍS desde Francia. ”Este trabajo fue hecho con un enorme esfuerzo, con artistas de primer nivel que me han acompañado en esta travesía, y siento que la gente la recibió con mucho cariño”. La película acaba de recibir este viernes la mención especial en la categoría Un Certain Regard.",‘Noche de fuego’: una película de niñas entre las amapolas del narco,https://elpais.com/mexico/2021-07-17/noche-de-fuego-una-pelicula-de-ninas-entre-las-amapolas-del-narco.html
"“I’ve just come in through my front door. I’m fine,” begins a message posted on Instagram on July 14 by Cuban YouTuber Dina Stars, who was arrested a day earlier during a live television interview with a news outlet from Spain.",YouTuber Dina Stars released after being accused of ‘promoting protests’ in Cuba,https://english.elpais.com/usa/2021-07-15/youtuber-dina-stars-released-after-being-accused-of-promoting-protests-in-cuba.html
"La Casa Blanca se enfrenta a las redes sociales debido a la información falsa y el efecto mortal que tiene entre la población que opta por no vacunarse contra la covid-19. Con los casos de coronavirus en Estados Unidos subiendo y las tasas de vacunación estancadas, la Administración de Joe Biden considera que en estos momentos la crisis del coronavirus se ha transformado en una pandemia de “personas no vacunadas”.",Biden pide a las tecnológicas que frenen los bulos sobre las vacunas: “Están matando gente”,https://elpais.com/internacional/2021-07-16/biden-pide-a-las-tecnologicas-que-frenen-los-bulos-sobre-las-vacunas-estan-matando-gente.html
"El golf y sus misterios. Collin Morikawa no había jugado nunca un Open Británico. Venció el año pasado en el Campeonato de la PGA, su primer grande, pero la pandemia tumbó el British y Morikawa aplazó a este curso su estreno en un campo como Royal Saint George’s, un links que nada tiene que ver con los terrenos de Estados Unidos. ¿Falta de experiencia? ¿Y qué? Llega el chico y firma nueve golpes bajo el par después de las dos primeras jornadas. Ahí arriba, entre quienes miran más de cerca a la Jarra de Plata.",Jon Rahm y los misterios del golf,https://elpais.com/deportes/2021-07-16/jon-rahm-y-los-misterios-del-golf.html
"La imagen es conocida por casi todo el mundo: dos tipos orondos, semidesnudos, en lo que parecen pañales, se empujan a pulso y quizá se dan algún que otro soplamocos hasta tirar al adversario al suelo o sacarlo del círculo de combate. Sin embargo, pocos saben mucho más en Occidente sobre el sumo, que con frecuencia es vista de forma caricaturesca y como motivo de risa o burla, dada la extraordinaria envergadura de los luchadores. Todo lo contrario a lo que sucede en Japón, donde se considera a los combatientes imbuidos de un aura semidivina. De hecho, es parte del mito fundacional del país: según el Kojiki (712 d.C.), el libro japonés más antiguo que se conserva, las islas de Japón fueron conquistadas hace miles de años por los dioses del cielo con una pelea de sumo.",Entre lo místico y lo insoportable: así es la vida de un luchador de sumo,https://elpais.com/icon/2021-07-17/entre-lo-mistico-y-lo-insoportable-asi-es-la-vida-de-un-luchador-de-sumo.html
"El papa Francisco ha sorprendido este viernes con un movimiento de escasa relevancia práctica, pero de enorme calado doctrinal e ideológico dentro de la Iglesia. El Pontífice ha limitado con un motu proprio (documento papal) la celebración de las misas tridentinas (por el Concilio de Trento), es decir, las oficiadas en el rito antiguo y previo al Concilio Vaticano II. Hasta ahora las seguían realizando así grupos conservadores y del sector más ultraderechista de la iglesia, ya que Benedicto XVI así lo permitió en un documento de 2007 para evitar más fracturas como la que se había producido con los lefebvrianos, uno de los grandes grupos tradicionalistas. A partir de ahora deberán pedir permiso a los obispos para celebrarlas y se autorizarán en casos muy contados.",El Papa pone cerco a los tradicionalistas de la Iglesia,https://elpais.com/sociedad/2021-07-16/el-papa-pone-cerco-a-los-tradicionalistas-de-la-iglesia.html
"Más de 25 millones de personas en el mundo se someten cada año a una cirugía o a un tratamiento estético. Las más practicadas son el aumento de pecho, la liposucción y la blefaroplastia para retirar el exceso de piel en los párpados, así como las inyecciones faciales de toxina botulínica y de ácido hialurónico.",El coste de la eterna juventud: 2.660 millones de euros en cirugía y medicina estética,https://elpais.com/economia/2021-07-17/el-coste-de-la-eterna-juventud-2660-millones-de-euros-en-cirugia-y-medicina-estetica.html
"Cuando el próximo día 23, en la ceremonia de apertura de los Juegos, la llama olímpica entre en el estadio nacional de Tokio, el primer ministro de Japón, Yoshihide Suga, estará cruzando mentalmente los dedos. Suga ha insistido contra viento y marea en que esta competición de competiciones se lleve a cabo, pese a la opinión en contra de la inmensa mayoría de los japoneses -un 86%, según las encuestas, temen una nueva ola o una nueva variante de covid durante el evento-, el personal sanitario e incluso de algunas destacadas empresas y anunciantes. Hasta el emperador Naruhito se encuentra “preocupado”, según la Casa Imperial.",Tokio 2020: unos Juegos gafados para la economía japonesa,https://elpais.com/economia/2021-07-10/tokio-2020-unos-juegos-gafados-para-la-economia-japonesa.html
,,https://elpais.com/elpais/2021/07/15/album/1626370049_611120.html
"A Emmanuel Macron se le puede criticar por muchas cosas, pero no por haber cambiado de discurso sobre la vacunación. Si miramos la evolución de la pandemia en Francia, tiene todo el sentido que quiera hacerla obligatoria para los sanitarios y trabajadores que estén en contacto con ciudadanos vulnerables. Los asesores del Elíseo llevaban tiempo avisando de que el nivel de inmunización de este colectivo era demasiado bajo. Hace un mes, dos ancianos vacunados murieron en una residencia del sur de Francia en la que parte del personal no había querido inmunizarse.",Polizones de la vacuna,https://elpais.com/opinion/2021-07-17/polizones-de-la-vacuna.html
"Quentin Tarantino no piensa hacer más películas que una última película. Prefiere dejarlo en la cumbre. “Conozco la historia del cine y de aquí en adelante los directores no mejoran”, contó a Bill Maher en Real Time (en Movistar+). Tarantino tiene 58 años, y Maher, de 65, se revolvió en su silla para replicarle que seguro que ahora haría mejor Reservoir Dogs que en 1992. Quizás sí, admitió, pero no lo intentará.","Tarantino, harto de tanta ideología",https://elpais.com/television/2021-07-17/tarantino-harto-de-tanta-ideologia.html
"Un inductor que no da la medida, una guardia presidencial que sobrevive sin un rasguño al ataque de casi 30 hombres armados, sicarios colombianos que publican en las redes sociales fotos de turismo días antes del operativo o presuntos vínculos con la oposición venezolana. Las inconsistencias superan con amplitud a las certezas en la investigación por la muerte del presidente de Haití, Jovenel Moïse, torturado y asesinado en su casa de Puerto Príncipe el pasado 7 de julio. Estas son algunas de las preguntas sin respuesta.","La investigación lastrada por las inconsistencias en Haití: guardias ausentes, sicarios de turismo y un improbable inductor del crimen",https://elpais.com/internacional/2021-07-13/la-investigacion-lastrada-por-las-inconsistencias-en-haiti-guardias-ausentes-sicarios-de-turismo-y-un-improbable-autor-intelectual.html
"Pasados los toboganes de Cadillac soleado, entre viñedos, châteaux y familias de pícnic en las orillas del Garona plácido, a 25 kilómetros de Libourne, Matej Mohoric mete el plato de 55, el piñón de 11, viento de cara, y deja a todos con la boca abierta, y el Pomerol se le atraganta a la gente, que tose, y al cruzar la meta, solo, segunda victoria, el campeón de Eslovenia, autoritario, soberbio, hace el gesto de una cremallera que sella sus labios sellados, el gesto tan de futbolista cuestionado que marca el gol del siglo. Chitón, exige Mohorič, que nadie rechiste, y así, sobrado, estúpidamente recuerda a todos que corre en el Bahrein, el equipo al que investiga la fiscalía de Marsella desde hace semanas por sospechas de prácticas de dopaje, y se sabe que les confiscaron el teléfono a varios corredores. “El ciclismo ha cambiado. Nuestra generación está limpia”, dice luego, cuando se le pide que confiese. “Que nadie saque conclusiones. Nuestro rendimiento es hijo de nuestro trabajo, nutrición, sacrificios, entrenamientos... Hemos querido ganar la etapa para demostrar que somos los mejores del mundo”.",Mohoric gana en Libourne y manda cerrar el pico a la afición boquiabierta,https://elpais.com/deportes/2021-07-16/matej-mohoric-gana-la-etapa-19-del-tour.html
"No es fácil sobrevivir a un primer libro como Viento que arrasa, pero si alguien podía conseguirlo es Selva Almada (Villa Elisa, Argentina, 48 años). Tercera pata de una trilogía que no era tal: hablar conciso, gestualidad contenida, una mirada al laberinto ciego de la violencia masculina articulada contra la naturaleza, la mujer, la impotencia y la falta de palabras. Su estilo es una caricia con manos ásperas, en esta ocasión para explicar el regreso de Enero Rey y Negro con el hijo de un amigo muerto, Tilo, al lugar del río donde este se ahogó. Pescar, emborracharse, pira nihilista.",82 libros para el verano,https://elpais.com/babelia/2021-07-10/82-libros-de-verano.html
"La denuncia de los gobiernos de Bolivia y Argentina contra el expresidente Mauricio Macri y algunos de sus colaboradores por supuestamente haber mandado a Bolivia suministros para la represión de las protestas de 2019 contra la presidenta boliviana interina Jeanine Áñez ha acrecentado la tensión política interna en ambos países. La Justicia argentina ha abierto este viernes una investigación contra el exmandatario por presunto contrabando de material antidisturbios a raíz de la denuncia interpuesta por el Ejecutivo. Macri, ahora desde la oposición, niega las acusaciones y considera que forman parte de una persecución política orquestada por el presidente Alberto Fernández para desviar la atención de la situación sanitaria y económica.",Un supuesto contrabando de armas de Argentina a Bolivia agita la política interna de ambos países,https://elpais.com/internacional/2021-07-16/una-denuncia-por-presunto-contrabando-de-armas-de-argentina-a-bolivia-acrecienta-la-tension-politica.html
